1,Bratislavsky kraj,108,Senec,503894,Kralova pri Senci,1612,1002,62.15,1002,993,1618,911,56.30,911,888,
1,Bratislavsky kraj,108,Senec,508071,Malinovo,2736,1751,63.99,1751,1741,2735,1605,58.68,1604,1579,
1,Bratislavsky kraj,108,Senec,508098,Miloslavov,2336,1634,69.94,1633,1624,2333,1527,65.45,1527,1512,
1,Bratislavsky kraj,108,Senec,508110,Most pri Bratislave,2644,1648,62.32,1648,1642,2639,1413,53.54,1413,1394,
1,Bratislavsky kraj,108,Senec,508136,Nova Dedinka,2150,1295,60.23,1295,1289,2172,1174,54.05,1174,1145,
1,Bratislavsky kraj,108,Senec,582549,Novy Svet,82,56,68.29,56,56,85,44,51.76,44,43,
1,Bratislavsky kraj,108,Senec,503983,Reca,1255,658,52.43,658,648,1274,564,44.27,564,550,
1,Bratislavsky kraj,108,Senec,508209,Rovinka,3268,2054,62.85,2054,2049,3285,1833,55.79,1833,1809,
1,Bratislavsky kraj,108,Senec,508217,Senec,15285,8200,53.64,8199,8156,15289,7366,48.17,7366,7223,
1,Bratislavsky kraj,108,Senec,508276,Tomasov,2124,1163,54.75,1163,1158,2135,1117,52.31,1117,1106,
1,Bratislavsky kraj,108,Senec,508284,Turen,920,521,56.63,521,518,923,470,50.92,470,462,
1,Bratislavsky kraj,108,Senec,508292,Velky Biel,2164,1190,54.99,1190,1186,2213,1093,49.38,1091,1080,
1,Bratislavsky kraj,108,Senec,508331,Vlky,372,212,56.98,212,209,370,171,46.21,171,168,
1,Bratislavsky kraj,108,Senec,555509,Zalesie,1529,1079,70.56,1079,1078,1528,980,64.13,980,960,
2,Trnavsky kraj,201,Dunajska Streda,501441,Bac,472,248,52.54,248,238,475,221,46.52,221,219,
2,Trnavsky kraj,201,Dunajska Streda,501450,Baka,973,295,30.31,293,290,981,297,30.27,297,294,
2,Trnavsky kraj,201,Dunajska Streda,501468,Balon,619,156,25.20,156,154,620,155,25.00,155,152,
2,Trnavsky kraj,201,Dunajska Streda,555517,Bellova Ves,256,135,52.73,135,134,252,116,46.03,116,114,
2,Trnavsky kraj,201,Dunajska Streda,501484,Blahova,308,167,54.22,167,166,311,124,39.87,124,121,
2,Trnavsky kraj,201,Dunajska Streda,501492,Blatna na Ostrove,766,322,42.03,322,320,769,276,35.89,276,274,
2,Trnavsky kraj,201,Dunajska Streda,503461,Bodiky,286,135,47.20,135,135,311,177,56.91,177,177,
2,Trnavsky kraj,201,Dunajska Streda,501506,Bohelov,296,102,34.45,102,101,294,84,28.57,84,83,
2,Trnavsky kraj,201,Dunajska Streda,501514,Cakany,504,269,53.37,269,267,505,235,46.53,235,234,
2,Trnavsky kraj,201,Dunajska Streda,580554,Cenkovce,902,367,40.68,367,367,808,345,42.69,345,345,
2,Trnavsky kraj,201,Dunajska Streda,501531,Cilizska Radvan,986,184,18.66,184,182,987,168,17.02,168,166,
2,Trnavsky kraj,201,Dunajska Streda,501549,Dobrohost,433,216,49.88,216,215,441,204,46.25,204,202,
2,Trnavsky kraj,201,Dunajska Streda,501557,Dolny Bar,597,198,33.16,197,196,598,163,27.25,163,162,
2,Trnavsky kraj,201,Dunajska Streda,501611,Dolny Stal,1624,409,25.18,409,406,1632,352,21.56,352,343,
2,Trnavsky kraj,201,Dunajska Streda,501433,Dunajska Streda,19293,6041,31.31,6034,5991,19279,5827,30.22,5825,5762,
2,Trnavsky kraj,201,Dunajska Streda,555541,Dunajsky Klatov,578,149,25.77,149,148,574,136,23.69,136,136,
2,Trnavsky kraj,201,Dunajska Streda,501573,Gabcikovo,4332,1204,27.79,1204,1194,4428,1113,25.13,1113,1075,
2,Trnavsky kraj,201,Dunajska Streda,501581,Holice,1770,602,34.01,602,598,1742,494,28.35,490,487,
2,Trnavsky kraj,201,Dunajska Streda,501590,Horna Poton,1731,601,34.71,601,601,1738,529,30.43,528,523,
2,Trnavsky kraj,201,Dunajska Streda,555568,Horne Myto,782,159,20.33,159,157,780,148,18.97,148,143,
2,Trnavsky kraj,201,Dunajska Streda,501603,Horny Bar,1053,438,41.59,438,437,1059,393,37.11,393,388,
2,Trnavsky kraj,201,Dunajska Streda,501620,Hubice,526,273,51.90,273,271,516,251,48.64,251,249,
2,Trnavsky kraj,201,Dunajska Streda,501638,Hviezdoslavov,1379,886,64.24,886,883,1513,830,54.85,830,821,
2,Trnavsky kraj,201,Dunajska Streda,501654,Jahodna,1398,339,24.24,339,336,1411,344,24.37,344,344,
2,Trnavsky kraj,201,Dunajska Streda,501662,Janiky,755,414,54.83,414,411,770,358,46.49,358,356,
2,Trnavsky kraj,201,Dunajska Streda,501671,Jurova,397,140,35.26,140,140,398,107,26.88,107,105,
2,Trnavsky kraj,201,Dunajska Streda,501689,Klucovec,311,92,29.58,92,89,313,76,24.28,76,73,
2,Trnavsky kraj,201,Dunajska Streda,501697,Kostolne Kracany,1160,436,37.58,436,435,1164,325,27.92,325,323,
2,Trnavsky kraj,201,Dunajska Streda,501701,Kralovicove Kracany,899,293,32.59,293,291,898,229,25.50,229,229,
2,Trnavsky kraj,201,Dunajska Streda,501719,Kutniky,1155,448,38.78,448,445,1152,386,33.50,386,384,
2,Trnavsky kraj,201,Dunajska Streda,501727,Kvetoslavov,1262,799,63.31,799,795,1274,696,54.63,696,691,
2,Trnavsky kraj,201,Dunajska Streda,580597,Kyselica,160,72,45.00,72,72,169,80,47.33,80,78,
2,Trnavsky kraj,201,Dunajska Streda,501735,Lehnice,2315,888,38.35,886,876,2330,748,32.10,747,739,
2,Trnavsky kraj,201,Dunajska Streda,501743,Luc na Ostrove,614,217,35.34,217,217,619,195,31.50,195,191,
2,Trnavsky kraj,201,Dunajska Streda,555606,Macov,325,195,60.00,195,193,334,171,51.19,171,167,
2,Trnavsky kraj,201,Dunajska Streda,555649,Mad,466,178,38.19,178,175,467,128,27.40,128,126,
2,Trnavsky kraj,201,Dunajska Streda,555665,Male Dvorniky,941,386,41.02,386,385,942,337,35.77,337,337,
2,Trnavsky kraj,201,Dunajska Streda,501760,Medvedov,483,129,26.70,129,129,490,120,24.48,120,120,
2,Trnavsky kraj,201,Dunajska Streda,501778,Mierovo,361,202,55.95,202,202,359,173,48.18,173,171,
2,Trnavsky kraj,201,Dunajska Streda,501786,Michal na Ostrove,820,316,38.53,316,311,822,281,34.18,281,276,
2,Trnavsky kraj,201,Dunajska Streda,501930,Narad,540,193,35.74,193,186,548,198,36.13,198,193,
2,Trnavsky kraj,201,Dunajska Streda,501808,Novy Zivot,1836,674,36.71,674,664,1842,665,36.10,665,662,
2,Trnavsky kraj,201,Dunajska Streda,501816,Ohrady,1120,299,26.69,299,298,1114,255,22.89,255,252,
2,Trnavsky kraj,201,Dunajska Streda,501824,Okoc,3100,605,19.51,605,575,3158,487,15.42,487,470,
2,Trnavsky kraj,201,Dunajska Streda,501832,Oldza,403,210,52.10,210,209,403,191,47.39,191,188,
2,Trnavsky kraj,201,Dunajska Streda,501859,Orechova Poton,1463,456,31.16,456,453,1436,420,29.24,420,416,
2,Trnavsky kraj,201,Dunajska Streda,501867,Padan,740,186,25.13,186,186,740,162,21.89,162,162,
2,Trnavsky kraj,201,Dunajska Streda,501883,Patas,658,102,15.50,102,102,654,76,11.62,76,76,
2,Trnavsky kraj,201,Dunajska Streda,582522,Potonske Luky,229,87,37.99,87,86,231,75,32.46,75,74,
2,Trnavsky kraj,201,Dunajska Streda,555720,Povoda,803,272,33.87,272,269,804,261,32.46,261,260,
2,Trnavsky kraj,201,Dunajska Streda,501891,Rohovce,922,400,43.38,399,394,918,329,35.83,329,323,
2,Trnavsky kraj,201,Dunajska Streda,501875,Sap,441,121,27.43,121,119,441,112,25.39,112,109,
2,Trnavsky kraj,201,Dunajska Streda,501905,Samorin,10981,5058,46.06,5058,5027,10873,4526,41.62,4524,4463,
2,Trnavsky kraj,201,Dunajska Streda,501913,Stvrtok na Ostrove,1437,631,43.91,631,626,1439,538,37.38,538,529,
2,Trnavsky kraj,201,Dunajska Streda,501921,Topolniky,2578,721,27.96,721,713,2576,569,22.08,569,566,
2,Trnavsky kraj,201,Dunajska Streda,555576,Trhova Hradska,1860,505,27.15,505,501,1863,386,20.71,385,380,
2,Trnavsky kraj,201,Dunajska Streda,501956,Trnavka,418,196,46.88,196,196,420,154,36.66,154,154,
2,Trnavsky kraj,201,Dunajska Streda,501964,Trstena na Ostrove,498,176,35.34,176,170,503,170,33.79,170,168,
2,Trnavsky kraj,201,Dunajska Streda,501972,Velka Paka,776,420,54.12,420,417,765,397,51.89,397,393,
2,Trnavsky kraj,201,Dunajska Streda,501981,Velke Blahovo,1241,326,26.26,326,323,1243,263,21.15,263,262,
2,Trnavsky kraj,201,Dunajska Streda,555673,Velke Dvorniky,1047,305,29.13,305,300,1048,266,25.38,266,264,
2,Trnavsky kraj,201,Dunajska Streda,501522,Velky Meder,7097,1570,22.12,1570,1561,7084,1426,20.12,1426,1409,
2,Trnavsky kraj,201,Dunajska Streda,555746,Vieska,360,160,44.44,160,159,360,128,35.55,128,128,
2,Trnavsky kraj,201,Dunajska Streda,501999,Vojka nad Dunajom,410,212,51.70,212,210,442,231,52.26,231,229,
2,Trnavsky kraj,201,Dunajska Streda,502006,Vrakun,2255,715,31.70,714,705,2261,560,24.76,559,557,
2,Trnavsky kraj,201,Dunajska Streda,502014,Vydrany,1451,433,29.84,433,425,1460,369,25.27,369,356,
2,Trnavsky kraj,201,Dunajska Streda,502022,Zlate Klasy,2753,532,19.32,532,529,2739,531,19.38,531,526,
2,Trnavsky kraj,202,Galanta,503673,Abraham,905,527,58.23,527,527,911,476,52.25,476,463,
2,Trnavsky kraj,202,Galanta,503690,Cierna Voda,1147,564,49.17,564,555,1151,324,28.14,324,316,
2,Trnavsky kraj,202,Galanta,503703,Cierny Brod,1372,430,31.34,430,426,1372,374,27.25,374,369,
2,Trnavsky kraj,202,Galanta,555789,Dolna Streda,1289,731,56.71,731,721,1287,573,44.52,573,564,
2,Trnavsky kraj,202,Galanta,503746,Dolne Saliby,1721,570,33.12,564,555,1725,484,28.05,484,482,
2,Trnavsky kraj,202,Galanta,503754,Dolny Chotar,300,74,24.66,74,73,301,60,19.93,60,59,
2,Trnavsky kraj,202,Galanta,503665,Galanta,12474,5936,47.58,5928,5902,12435,5244,42.17,5243,5142,
2,Trnavsky kraj,202,Galanta,503762,Gan,684,368,53.80,368,367,680,331,48.67,331,327,
2,Trnavsky kraj,202,Galanta,503771,Horne Saliby,2671,1030,38.56,1030,1015,2672,904,33.83,904,893,
2,Trnavsky kraj,202,Galanta,503789,Hoste,393,215,54.70,215,214,402,201,50.00,201,195,
2,Trnavsky kraj,202,Galanta,503827,Janovce,406,223,54.92,223,223,409,198,48.41,198,198,
2,Trnavsky kraj,202,Galanta,503835,Jelka,3357,1129,33.63,1129,1117,3352,994,29.65,994,985,
2,Trnavsky kraj,202,Galanta,503843,Kajal,1249,465,37.22,465,464,1260,390,30.95,390,386,
2,Trnavsky kraj,202,Galanta,503860,Kosuty,1403,571,40.69,571,559,1410,520,36.87,520,510,
2,Trnavsky kraj,202,Galanta,503878,Kralov Brod,907,268,29.54,268,264,909,231,25.41,231,231,
2,Trnavsky kraj,202,Galanta,582638,Mala Maca,499,232,46.49,232,229,499,189,37.87,189,183,
2,Trnavsky kraj,202,Galanta,555754,Matuskovo,1888,953,50.47,953,946,1888,853,45.18,852,839,
2,Trnavsky kraj,202,Galanta,503924,Mostova,1339,485,36.22,485,484,1339,429,32.03,429,423,
2,Trnavsky kraj,202,Galanta,503959,Pata,2637,1271,48.19,1271,1259,2620,960,36.64,960,942,
2,Trnavsky kraj,202,Galanta,503967,Puste Sady,530,256,48.30,256,253,534,223,41.76,223,220,
2,Trnavsky kraj,202,Galanta,503975,Puste Ulany,1443,735,50.93,735,725,1456,629,43.20,629,620,
2,Trnavsky kraj,202,Galanta,504009,Sered,13365,6528,48.84,6528,6495,13327,5371,40.30,5371,5285,
2,Trnavsky kraj,202,Galanta,504017,Sladkovicovo,4405,1783,40.47,1783,1780,4415,1613,36.53,1613,1580,
2,Trnavsky kraj,202,Galanta,504033,Salgocka,390,192,49.23,192,189,379,143,37.73,143,142,
2,Trnavsky kraj,202,Galanta,504041,Sintava,1468,822,55.99,822,820,1461,676,46.26,676,665,
2,Trnavsky kraj,202,Galanta,504050,Soporna,3451,1555,45.05,1555,1547,3449,1307,37.89,1307,1286,
2,Trnavsky kraj,202,Galanta,504076,Tomasikovo,1331,389,29.22,389,384,1330,305,22.93,305,303,
2,Trnavsky kraj,202,Galanta,504084,Topolnica,694,369,53.17,369,367,695,308,44.31,308,305,
2,Trnavsky kraj,202,Galanta,504106,Trstice,3214,973,30.27,973,969,3217,748,23.25,748,746,
2,Trnavsky kraj,202,Galanta,504114,Vahovce,1743,637,36.54,637,633,1745,578,33.12,578,568,
2,Trnavsky kraj,202,Galanta,504122,Velka Maca,2131,787,36.93,787,780,2131,645,30.26,645,641,
2,Trnavsky kraj,202,Galanta,504131,Velke Ulany,3766,1573,41.76,1573,1565,3763,1425,37.86,1425,1412,
2,Trnavsky kraj,202,Galanta,504149,Velky Grob,1122,562,50.08,562,559,1120,470,41.96,469,463,
2,Trnavsky kraj,202,Galanta,504157,Vinohrady nad Vahom,1365,660,48.35,660,658,1364,522,38.26,522,516,
2,Trnavsky kraj,202,Galanta,504173,Vozokany,967,348,35.98,348,346,961,335,34.85,335,332,
2,Trnavsky kraj,202,Galanta,504181,Zemianske Sady,689,301,43.68,301,300,702,252,35.89,252,249,
2,Trnavsky kraj,204,Piestany,581399,Banka,1853,1002,54.07,1002,999,1864,860,46.13,860,843,
2,Trnavsky kraj,204,Piestany,558354,Basovce,277,169,61.01,169,168,283,130,45.93,130,120,
2,Trnavsky kraj,204,Piestany,506834,Borovce,867,450,51.90,450,447,868,369,42.51,369,363,
2,Trnavsky kraj,204,Piestany,506982,Dolny Lopasov,819,411,50.18,411,410,810,342,42.22,341,332,
2,Trnavsky kraj,204,Piestany,506991,Drahovce,2168,1118,51.56,1117,1111,2164,866,40.01,866,853,
2,Trnavsky kraj,204,Piestany,507008,Dubovany,828,412,49.75,412,410,828,318,38.40,318,308,
2,Trnavsky kraj,204,Piestany,558338,Ducove,370,217,58.64,217,212,370,166,44.86,166,159,
2,Trnavsky kraj,204,Piestany,556581,Hubina,434,222,51.15,222,222,438,181,41.32,181,179,
2,Trnavsky kraj,204,Piestany,507121,Chtelnica,2156,1295,60.06,1294,1286,2150,1048,48.74,1048,1031,
2,Trnavsky kraj,204,Piestany,507199,Kocin - Lancar,433,241,55.65,241,239,437,208,47.59,208,199,
2,Trnavsky kraj,204,Piestany,507229,Krakovany,1162,679,58.43,679,678,1153,563,48.82,563,549,
2,Trnavsky kraj,204,Piestany,507342,Moravany nad Vahom,1915,1055,55.09,1055,1044,1922,857,44.58,856,845,
2,Trnavsky kraj,204,Piestany,507369,Nizna,463,255,55.07,255,255,458,207,45.19,206,206,
2,Trnavsky kraj,204,Piestany,507385,Ostrov,1015,556,54.77,556,552,1017,487,47.88,487,484,
2,Trnavsky kraj,204,Piestany,507431,Pecenady,463,243,52.48,243,243,465,184,39.56,184,177,
2,Trnavsky kraj,204,Piestany,507440,Piestany,23983,13007,54.23,13001,12941,23855,11770,49.33,11770,11553,
2,Trnavsky kraj,204,Piestany,507466,Prasnik,686,354,51.60,354,353,701,340,48.50,340,336,
2,Trnavsky kraj,204,Piestany,507482,Rakovice,482,279,57.88,278,276,477,211,44.23,211,203,
2,Trnavsky kraj,204,Piestany,507491,Ratnovce,844,413,48.93,413,412,844,330,39.09,330,328,
2,Trnavsky kraj,204,Piestany,507563,Sokolovce,1106,561,50.72,561,557,1100,451,41.00,451,441,
2,Trnavsky kraj,204,Piestany,558397,Sipkove,264,144,54.54,144,143,271,131,48.33,131,126,
2,Trnavsky kraj,204,Piestany,556548,Sterusy,410,210,51.21,210,207,407,175,42.99,175,168,
2,Trnavsky kraj,204,Piestany,507679,Trebatice,1089,590,54.17,590,589,1083,527,48.66,527,513,
2,Trnavsky kraj,204,Piestany,507709,Velke Kostolany,2283,1066,46.69,1066,1061,2270,849,37.40,849,831,
2,Trnavsky kraj,204,Piestany,556572,Velke Orviste,885,417,47.11,416,413,893,385,43.11,385,375,
2,Trnavsky kraj,204,Piestany,507725,Vesele,975,510,52.30,510,504,975,411,42.15,411,402,
2,Trnavsky kraj,204,Piestany,507750,Vrbove,4842,2521,52.06,2518,2508,4846,2209,45.58,2207,2147,
2,Trnavsky kraj,205,Senica,504211,Bilkove Humence,170,97,57.05,97,96,179,88,49.16,88,86,
2,Trnavsky kraj,205,Senica,504238,Borsky Mikulas,3259,1456,44.67,1456,1449,3274,1214,37.08,1214,1193,
2,Trnavsky kraj,205,Senica,504220,Borsky Svaty Jur,1327,572,43.10,572,569,1295,544,42.00,544,535,
2,Trnavsky kraj,205,Senica,504297,Cerova,958,570,59.49,570,568,938,529,56.39,529,519,
2,Trnavsky kraj,205,Senica,504319,Cary,1021,430,42.11,430,428,1012,355,35.07,355,351,
2,Trnavsky kraj,205,Senica,504327,Castkov,476,311,65.33,311,304,481,269,55.92,269,267,
2,Trnavsky kraj,205,Senica,504335,Dojc,1002,526,52.49,526,513,1009,400,39.64,400,386,
2,Trnavsky kraj,205,Senica,504360,Hlboke,778,424,54.49,424,424,783,385,49.16,385,377,
2,Trnavsky kraj,205,Senica,504386,Hradiste pod Vratnom,580,333,57.41,333,332,588,305,51.87,305,302,
2,Trnavsky kraj,205,Senica,504416,Jablonica,1858,908,48.86,908,905,1882,798,42.40,798,788,
2,Trnavsky kraj,205,Senica,504475,Kovalov,576,339,58.85,339,339,575,287,49.91,287,281,
2,Trnavsky kraj,205,Senica,504491,Kuklov,626,180,28.75,180,179,633,161,25.43,161,157,
2,Trnavsky kraj,205,Senica,504513,Kuty,3991,2151,53.89,2151,2128,4250,2157,50.75,2154,2108,
2,Trnavsky kraj,205,Senica,504521,Laksarska Nova Ves,936,433,46.26,433,431,939,366,38.97,366,362,
2,Trnavsky kraj,205,Senica,504572,Moravsky Svaty Jan,1801,933,51.80,933,928,1796,821,45.71,821,809,
2,Trnavsky kraj,205,Senica,504602,Osuske,487,192,39.42,192,191,491,204,41.54,204,203,
2,Trnavsky kraj,205,Senica,504645,Plavecky Peter,510,264,51.76,264,264,514,221,42.99,221,218,
2,Trnavsky kraj,205,Senica,504653,Podbranc,524,300,57.25,300,298,531,280,52.73,280,275,
2,Trnavsky kraj,205,Senica,504700,Prietrz,614,358,58.30,358,356,620,325,52.41,325,324,
2,Trnavsky kraj,205,Senica,504726,Prievaly,810,466,57.53,466,463,826,407,49.27,407,397,
