528595,Bela,Bugar,172
528595,Zuzana,Caputova,16616
528595,Martin,Dano,64
528595,Stefan,Harabin,1999
528595,Eduard,Chmelar,540
528595,Marian,Kotleba,545
528595,Milan,Krajniak,382
528595,Jozsef,Menyhart,2
528595,Frantisek,Miklosko,1636
528595,Robert,Mistrik,13
528595,Maros,Sefcovic,2748
528595,Robert,Svec,26
528595,Bohumila,Tauchmannova,36
528595,Juraj,Zabojnik,29
528595,Ivan,Zuzula,28
529311,Bela,Bugar,287
529311,Zuzana,Caputova,5948
529311,Martin,Dano,56
529311,Stefan,Harabin,1154
529311,Eduard,Chmelar,217
529311,Marian,Kotleba,485
529311,Milan,Krajniak,205
529311,Jozsef,Menyhart,3
529311,Frantisek,Miklosko,407
529311,Robert,Mistrik,9
529311,Maros,Sefcovic,1426
529311,Robert,Svec,17
529311,Bohumila,Tauchmannova,16
529311,Juraj,Zabojnik,27
529311,Ivan,Zuzula,14
529320,Bela,Bugar,366
529320,Zuzana,Caputova,25712
529320,Martin,Dano,154
529320,Stefan,Harabin,3587
529320,Eduard,Chmelar,1040
529320,Marian,Kotleba,1206
529320,Milan,Krajniak,607
529320,Jozsef,Menyhart,5
529320,Frantisek,Miklosko,2102
529320,Robert,Mistrik,27
529320,Maros,Sefcovic,5418
529320,Robert,Svec,44
529320,Bohumila,Tauchmannova,41
529320,Juraj,Zabojnik,74
529320,Ivan,Zuzula,69
529338,Bela,Bugar,147
529338,Zuzana,Caputova,5270
529338,Martin,Dano,45
529338,Stefan,Harabin,1012
529338,Eduard,Chmelar,210
529338,Marian,Kotleba,474
529338,Milan,Krajniak,178
529338,Jozsef,Menyhart,2
529338,Frantisek,Miklosko,331
529338,Robert,Mistrik,2
529338,Maros,Sefcovic,1185
529338,Robert,Svec,14
529338,Bohumila,Tauchmannova,15
529338,Juraj,Zabojnik,15
529338,Ivan,Zuzula,16
529346,Bela,Bugar,209
529346,Zuzana,Caputova,13975
529346,Martin,Dano,78
529346,Stefan,Harabin,1868
529346,Eduard,Chmelar,556
529346,Marian,Kotleba,661
529346,Milan,Krajniak,309
529346,Jozsef,Menyhart,1
529346,Frantisek,Miklosko,1031
529346,Robert,Mistrik,21
529346,Maros,Sefcovic,2761
529346,Robert,Svec,35
529346,Bohumila,Tauchmannova,32
529346,Juraj,Zabojnik,64
529346,Ivan,Zuzula,28
529354,Bela,Bugar,101
529354,Zuzana,Caputova,6852
529354,Martin,Dano,57
529354,Stefan,Harabin,1333
529354,Eduard,Chmelar,340
529354,Marian,Kotleba,409
529354,Milan,Krajniak,192
529354,Jozsef,Menyhart,2
529354,Frantisek,Miklosko,618
529354,Robert,Mistrik,16
529354,Maros,Sefcovic,1731
529354,Robert,Svec,5
529354,Bohumila,Tauchmannova,20
529354,Juraj,Zabojnik,18
529354,Ivan,Zuzula,16
529362,Bela,Bugar,16
529362,Zuzana,Caputova,1728
529362,Martin,Dano,12
529362,Stefan,Harabin,279
529362,Eduard,Chmelar,78
529362,Marian,Kotleba,143
529362,Milan,Krajniak,49
529362,Jozsef,Menyhart,0
529362,Frantisek,Miklosko,127
529362,Robert,Mistrik,3
529362,Maros,Sefcovic,409
529362,Robert,Svec,4
529362,Bohumila,Tauchmannova,5
529362,Juraj,Zabojnik,9
529362,Ivan,Zuzula,1
529401,Bela,Bugar,8
529401,Zuzana,Caputova,640
529401,Martin,Dano,1
529401,Stefan,Harabin,77
529401,Eduard,Chmelar,25
529401,Marian,Kotleba,39
529401,Milan,Krajniak,17
529401,Jozsef,Menyhart,0
529401,Frantisek,Miklosko,36
529401,Robert,Mistrik,0
529401,Maros,Sefcovic,101
529401,Robert,Svec,1
529401,Bohumila,Tauchmannova,0
529401,Juraj,Zabojnik,3
529401,Ivan,Zuzula,4
529371,Bela,Bugar,58
529371,Zuzana,Caputova,4959
529371,Martin,Dano,36
529371,Stefan,Harabin,835
529371,Eduard,Chmelar,252
529371,Marian,Kotleba,448
529371,Milan,Krajniak,162
529371,Jozsef,Menyhart,1
529371,Frantisek,Miklosko,350
529371,Robert,Mistrik,7
529371,Maros,Sefcovic,950
529371,Robert,Svec,17
529371,Bohumila,Tauchmannova,20
529371,Juraj,Zabojnik,88
529371,Ivan,Zuzula,22
529389,Bela,Bugar,151
529389,Zuzana,Caputova,10068
529389,Martin,Dano,66
529389,Stefan,Harabin,1833
529389,Eduard,Chmelar,506
529389,Marian,Kotleba,691
529389,Milan,Krajniak,321
529389,Jozsef,Menyhart,1
529389,Frantisek,Miklosko,853
529389,Robert,Mistrik,15
529389,Maros,Sefcovic,2841
529389,Robert,Svec,32
529389,Bohumila,Tauchmannova,26
529389,Juraj,Zabojnik,50
529389,Ivan,Zuzula,37
529397,Bela,Bugar,133
529397,Zuzana,Caputova,11829
529397,Martin,Dano,67
529397,Stefan,Harabin,1674
529397,Eduard,Chmelar,454
529397,Marian,Kotleba,605
529397,Milan,Krajniak,263
529397,Jozsef,Menyhart,5
529397,Frantisek,Miklosko,1040
529397,Robert,Mistrik,16
529397,Maros,Sefcovic,2569
529397,Robert,Svec,20
529397,Bohumila,Tauchmannova,22
529397,Juraj,Zabojnik,41
529397,Ivan,Zuzula,31
529419,Bela,Bugar,42
529419,Zuzana,Caputova,2212
529419,Martin,Dano,11
529419,Stefan,Harabin,503
529419,Eduard,Chmelar,92
529419,Marian,Kotleba,147
529419,Milan,Krajniak,58
529419,Jozsef,Menyhart,0
529419,Frantisek,Miklosko,296
529419,Robert,Mistrik,5
529419,Maros,Sefcovic,662
529419,Robert,Svec,12
529419,Bohumila,Tauchmannova,6
529419,Juraj,Zabojnik,12
529419,Ivan,Zuzula,7
529427,Bela,Bugar,15
529427,Zuzana,Caputova,1914
529427,Martin,Dano,7
529427,Stefan,Harabin,279
529427,Eduard,Chmelar,79
529427,Marian,Kotleba,111
529427,Milan,Krajniak,33
529427,Jozsef,Menyhart,0
529427,Frantisek,Miklosko,138
529427,Robert,Mistrik,3
529427,Maros,Sefcovic,382
529427,Robert,Svec,0
529427,Bohumila,Tauchmannova,6
529427,Juraj,Zabojnik,19
529427,Ivan,Zuzula,1
529435,Bela,Bugar,8
529435,Zuzana,Caputova,571
529435,Martin,Dano,2
529435,Stefan,Harabin,65
529435,Eduard,Chmelar,14
529435,Marian,Kotleba,36
529435,Milan,Krajniak,15
529435,Jozsef,Menyhart,0
529435,Frantisek,Miklosko,65
529435,Robert,Mistrik,0
529435,Maros,Sefcovic,81
529435,Robert,Svec,1
529435,Bohumila,Tauchmannova,2
529435,Juraj,Zabojnik,2
529435,Ivan,Zuzula,1
529443,Bela,Bugar,14
529443,Zuzana,Caputova,967
529443,Martin,Dano,3
529443,Stefan,Harabin,119
529443,Eduard,Chmelar,41
529443,Marian,Kotleba,54
529443,Milan,Krajniak,18
529443,Jozsef,Menyhart,0
529443,Frantisek,Miklosko,39
529443,Robert,Mistrik,2
529443,Maros,Sefcovic,162
529443,Robert,Svec,1
529443,Bohumila,Tauchmannova,3
529443,Juraj,Zabojnik,2
529443,Ivan,Zuzula,1
529460,Bela,Bugar,560
529460,Zuzana,Caputova,31511
529460,Martin,Dano,249
529460,Stefan,Harabin,5902
529460,Eduard,Chmelar,1502
529460,Marian,Kotleba,2381
529460,Milan,Krajniak,1013
529460,Jozsef,Menyhart,3
529460,Frantisek,Miklosko,2678
529460,Robert,Mistrik,34
529460,Maros,Sefcovic,7416
529460,Robert,Svec,89
529460,Bohumila,Tauchmannova,68
529460,Juraj,Zabojnik,133
529460,Ivan,Zuzula,109
529494,Bela,Bugar,48
529494,Zuzana,Caputova,1527
529494,Martin,Dano,5
529494,Stefan,Harabin,155
529494,Eduard,Chmelar,53
529494,Marian,Kotleba,70
529494,Milan,Krajniak,28
529494,Jozsef,Menyhart,0
529494,Frantisek,Miklosko,69
529494,Robert,Mistrik,3
529494,Maros,Sefcovic,233
529494,Robert,Svec,8
529494,Bohumila,Tauchmannova,2
529494,Juraj,Zabojnik,8
529494,Ivan,Zuzula,1
507831,Bela,Bugar,1
507831,Zuzana,Caputova,263
507831,Martin,Dano,5
507831,Stefan,Harabin,45
507831,Eduard,Chmelar,5
507831,Marian,Kotleba,22
507831,Milan,Krajniak,4
507831,Jozsef,Menyhart,0
507831,Frantisek,Miklosko,26
507831,Robert,Mistrik,0
507831,Maros,Sefcovic,39
507831,Robert,Svec,0
507831,Bohumila,Tauchmannova,0
507831,Juraj,Zabojnik,2
507831,Ivan,Zuzula,0
507890,Bela,Bugar,7
507890,Zuzana,Caputova,417
507890,Martin,Dano,2
507890,Stefan,Harabin,161
507890,Eduard,Chmelar,24
507890,Marian,Kotleba,142
507890,Milan,Krajniak,19
507890,Jozsef,Menyhart,0
507890,Frantisek,Miklosko,17
507890,Robert,Mistrik,1
507890,Maros,Sefcovic,208
507890,Robert,Svec,3
507890,Bohumila,Tauchmannova,1
507890,Juraj,Zabojnik,7
507890,Ivan,Zuzula,4
507954,Bela,Bugar,3
507954,Zuzana,Caputova,319
507954,Martin,Dano,10
507954,Stefan,Harabin,84
507954,Eduard,Chmelar,12
507954,Marian,Kotleba,54
507954,Milan,Krajniak,9
507954,Jozsef,Menyhart,0
507954,Frantisek,Miklosko,18
507954,Robert,Mistrik,0
507954,Maros,Sefcovic,114
507954,Robert,Svec,4
507954,Bohumila,Tauchmannova,1
507954,Juraj,Zabojnik,5
507954,Ivan,Zuzula,2
507962,Bela,Bugar,4
507962,Zuzana,Caputova,315
507962,Martin,Dano,0
507962,Stefan,Harabin,80
507962,Eduard,Chmelar,15
507962,Marian,Kotleba,80
507962,Milan,Krajniak,14
507962,Jozsef,Menyhart,1
507962,Frantisek,Miklosko,5
507962,Robert,Mistrik,0
507962,Maros,Sefcovic,133
507962,Robert,Svec,4
507962,Bohumila,Tauchmannova,2
507962,Juraj,Zabojnik,2
507962,Ivan,Zuzula,1
508012,Bela,Bugar,9
508012,Zuzana,Caputova,326
508012,Martin,Dano,4
508012,Stefan,Harabin,72
508012,Eduard,Chmelar,23
508012,Marian,Kotleba,68
508012,Milan,Krajniak,34
508012,Jozsef,Menyhart,0
508012,Frantisek,Miklosko,33
508012,Robert,Mistrik,0
508012,Maros,Sefcovic,108
508012,Robert,Svec,1
508012,Bohumila,Tauchmannova,1
508012,Juraj,Zabojnik,1
508012,Ivan,Zuzula,2
508021,Bela,Bugar,2
508021,Zuzana,Caputova,320
508021,Martin,Dano,4
508021,Stefan,Harabin,125
508021,Eduard,Chmelar,17
508021,Marian,Kotleba,96
508021,Milan,Krajniak,16
508021,Jozsef,Menyhart,1
508021,Frantisek,Miklosko,35
508021,Robert,Mistrik,0
508021,Maros,Sefcovic,108
508021,Robert,Svec,2
508021,Bohumila,Tauchmannova,1
508021,Juraj,Zabojnik,1
508021,Ivan,Zuzula,3
508039,Bela,Bugar,3
508039,Zuzana,Caputova,454
508039,Martin,Dano,3
508039,Stefan,Harabin,126
508039,Eduard,Chmelar,20
508039,Marian,Kotleba,83
508039,Milan,Krajniak,32
508039,Jozsef,Menyhart,0
508039,Frantisek,Miklosko,36
508039,Robert,Mistrik,0
508039,Maros,Sefcovic,119
508039,Robert,Svec,0
508039,Bohumila,Tauchmannova,1
508039,Juraj,Zabojnik,1
508039,Ivan,Zuzula,0
508055,Bela,Bugar,9
508055,Zuzana,Caputova,766
508055,Martin,Dano,10
508055,Stefan,Harabin,126
508055,Eduard,Chmelar,25
508055,Marian,Kotleba,88
508055,Milan,Krajniak,30
508055,Jozsef,Menyhart,0
508055,Frantisek,Miklosko,54
508055,Robert,Mistrik,2
508055,Maros,Sefcovic,144
508055,Robert,Svec,2
508055,Bohumila,Tauchmannova,0
508055,Juraj,Zabojnik,6
508055,Ivan,Zuzula,4
508063,Bela,Bugar,85
508063,Zuzana,Caputova,3748
508063,Martin,Dano,28
508063,Stefan,Harabin,967
508063,Eduard,Chmelar,246
508063,Marian,Kotleba,717
508063,Milan,Krajniak,192
508063,Jozsef,Menyhart,1
508063,Frantisek,Miklosko,237
508063,Robert,Mistrik,14
508063,Maros,Sefcovic,1410
508063,Robert,Svec,18
508063,Bohumila,Tauchmannova,15
508063,Juraj,Zabojnik,29
508063,Ivan,Zuzula,17
504556,Bela,Bugar,11
504556,Zuzana,Caputova,182
504556,Martin,Dano,1
504556,Stefan,Harabin,54
504556,Eduard,Chmelar,7
504556,Marian,Kotleba,51
504556,Milan,Krajniak,28
504556,Jozsef,Menyhart,0
504556,Frantisek,Miklosko,6
504556,Robert,Mistrik,1
504556,Maros,Sefcovic,94
504556,Robert,Svec,0
504556,Bohumila,Tauchmannova,2
504556,Juraj,Zabojnik,0
504556,Ivan,Zuzula,1
508080,Bela,Bugar,6
508080,Zuzana,Caputova,731
508080,Martin,Dano,3
508080,Stefan,Harabin,100
508080,Eduard,Chmelar,16
508080,Marian,Kotleba,35
508080,Milan,Krajniak,16
508080,Jozsef,Menyhart,0
508080,Frantisek,Miklosko,82
