528595,Zuzana,Caputova,18921,
528595,Maros,Sefcovic,4926,
529311,Zuzana,Caputova,6839,
529311,Maros,Sefcovic,2475,
529320,Zuzana,Caputova,28874,
529320,Maros,Sefcovic,9055,
529338,Zuzana,Caputova,5914,
529338,Maros,Sefcovic,2101,
529346,Zuzana,Caputova,15626,
529346,Maros,Sefcovic,4817,
529354,Zuzana,Caputova,7824,
529354,Maros,Sefcovic,3184,
529362,Zuzana,Caputova,1943,
529362,Maros,Sefcovic,699,
529401,Zuzana,Caputova,703,
529401,Maros,Sefcovic,174,
529371,Zuzana,Caputova,5612,
529371,Maros,Sefcovic,1770,
529389,Zuzana,Caputova,11320,
529389,Maros,Sefcovic,4831,
529397,Zuzana,Caputova,13075,
529397,Maros,Sefcovic,4337,
529419,Zuzana,Caputova,2558,
529419,Maros,Sefcovic,1145,
529427,Zuzana,Caputova,2157,
529427,Maros,Sefcovic,643,
529435,Zuzana,Caputova,663,
529435,Maros,Sefcovic,152,
529443,Zuzana,Caputova,1109,
529443,Maros,Sefcovic,271,
529460,Zuzana,Caputova,35735,
529460,Maros,Sefcovic,13682,
529494,Zuzana,Caputova,1743,
529494,Maros,Sefcovic,382,
507831,Zuzana,Caputova,300,
507831,Maros,Sefcovic,80,
507890,Zuzana,Caputova,467,
507890,Maros,Sefcovic,343,
507954,Zuzana,Caputova,367,
507954,Maros,Sefcovic,186,
507962,Zuzana,Caputova,362,
507962,Maros,Sefcovic,216,
508012,Zuzana,Caputova,397,
508012,Maros,Sefcovic,190,
508021,Zuzana,Caputova,380,
508021,Maros,Sefcovic,230,
508039,Zuzana,Caputova,499,
508039,Maros,Sefcovic,232,
508055,Zuzana,Caputova,882,
508055,Maros,Sefcovic,255,
508063,Zuzana,Caputova,4244,
508063,Maros,Sefcovic,2327,
504556,Zuzana,Caputova,226,
504556,Maros,Sefcovic,134,
508080,Zuzana,Caputova,835,
508080,Maros,Sefcovic,208,
508161,Zuzana,Caputova,178,
508161,Maros,Sefcovic,128,
504629,Zuzana,Caputova,205,
504629,Maros,Sefcovic,90,
504637,Zuzana,Caputova,165,
504637,Maros,Sefcovic,142,
508195,Zuzana,Caputova,496,
508195,Maros,Sefcovic,297,
504769,Zuzana,Caputova,728,
504769,Maros,Sefcovic,400,
504858,Zuzana,Caputova,411,
504858,Maros,Sefcovic,249,
504874,Zuzana,Caputova,339,
504874,Maros,Sefcovic,246,
508233,Zuzana,Caputova,3907,
508233,Maros,Sefcovic,1180,
508241,Zuzana,Caputova,127,
508241,Maros,Sefcovic,118,
504947,Zuzana,Caputova,668,
504947,Maros,Sefcovic,444,
508349,Zuzana,Caputova,379,
508349,Maros,Sefcovic,364,
500267,Zuzana,Caputova,30,
500267,Maros,Sefcovic,14,
508365,Zuzana,Caputova,306,
508365,Maros,Sefcovic,166,
504980,Zuzana,Caputova,419,
504980,Maros,Sefcovic,403,
508381,Zuzana,Caputova,879,
508381,Maros,Sefcovic,409,
507806,Zuzana,Caputova,491,
507806,Maros,Sefcovic,259,
507849,Zuzana,Caputova,592,
507849,Maros,Sefcovic,313,
507857,Zuzana,Caputova,606,
507857,Maros,Sefcovic,308,
507873,Zuzana,Caputova,328,
507873,Maros,Sefcovic,178,
507881,Zuzana,Caputova,280,
507881,Maros,Sefcovic,208,
507946,Zuzana,Caputova,208,
507946,Maros,Sefcovic,150,
508047,Zuzana,Caputova,796,
508047,Maros,Sefcovic,226,
508101,Zuzana,Caputova,3040,
508101,Maros,Sefcovic,1154,
508179,Zuzana,Caputova,8645,
508179,Maros,Sefcovic,2663,
508187,Zuzana,Caputova,139,
508187,Maros,Sefcovic,50,
508225,Zuzana,Caputova,1319,
508225,Maros,Sefcovic,567,
507989,Zuzana,Caputova,1813,
507989,Maros,Sefcovic,721,
508250,Zuzana,Caputova,1311,
508250,Maros,Sefcovic,883,
508268,Zuzana,Caputova,104,
508268,Maros,Sefcovic,48,
508306,Zuzana,Caputova,863,
508306,Maros,Sefcovic,305,
508314,Zuzana,Caputova,545,
